cliente_id,razao_social,setor,faturamento_anual,dias_desde_ultimo_contato,possui_conta_pj,possui_maquininha,possui_credito_ativo,possui_cartao_empresarial,limite_credito_disponivel,atraso_pagamento_dias,variacao_faturamento_6m,tempo_relacionamento_meses,nps_ultima_interacao
PJ0273,da Costa e Filhos,Agronegócio,606982.74,10,True,False,False,False,62769.39,11,-28.4,108,1
PJ0274,Mendonça,Agronegócio,519209.25,24,True,False,False,False,57888.2,0,14.1,123,3
PJ0275,Sales Melo e Filhos,Indústria,1016762.71,1,True,True,False,True,69672.42,0,-3.6,171,6
PJ0276,Machado,Indústria,517915.03,51,True,False,False,False,48308.94,0,-0.3,21,0
PJ0277,Borges Ltda.,Serviços,750598.75,90,True,True,True,False,58988.99,72,13.5,151,1
PJ0278,Guerra Sales S.A.,Serviços,602556.68,86,True,False,True,True,64694.87,0,17.2,107,8
PJ0279,Ribeiro,Serviços,883451.73,34,True,False,False,False,84689.81,64,20.4,80,9
PJ0280,Melo,Serviços,833563.23,3,True,True,False,False,73643.9,0,-15.6,47,6
PJ0281,Lima,Agronegócio,1104624.46,35,True,True,True,False,57924.48,0,23.4,117,9
PJ0282,Fogaça,Comércio,594807.7,0,True,True,True,True,12052.24,0,-6.7,124,6
PJ0283,da Mata,Indústria,654777.02,0,True,False,False,True,27913.55,0,-31.8,143,5
PJ0284,da Cunha,Comércio,493113.43,9,True,False,False,False,17366.76,0,-15.7,25,2
PJ0285,Campos Silveira S.A.,Serviços,610652.11,16,True,False,False,False,47863.53,0,5.3,36,9
PJ0286,Campos,Comércio,848241.11,36,True,True,False,False,84479.35,0,-12.7,51,2
PJ0287,Correia Cunha e Filhos,Indústria,987365.38,28,True,False,False,False,47098.37,0,0.7,15,1
PJ0288,da Mota,Indústria,504404.53,14,True,True,True,True,71664.5,0,7.1,68,10
PJ0289,Brito,Comércio,1032860.16,7,True,False,True,False,21554.42,0,-0.7,21,5
PJ0290,da Rocha da Conceição Ltda.,Serviços,1254509.41,146,True,False,False,True,151041.84,0,-5.4,141,3
PJ0291,da Rosa Albuquerque e Filhos,Comércio,860590.41,13,True,False,False,False,87157.69,1,-16.8,19,4
PJ0292,da Mota Aparecida S/A,Comércio,1545284.08,15,True,False,False,False,105947.96,0,2.3,34,2
PJ0293,Sampaio,Serviços,535247.38,4,True,False,False,False,14218.08,22,-29.0,78,5
PJ0294,Porto Sá - ME,Indústria,443360.34,39,True,False,False,False,45033.55,0,-8.3,125,10
PJ0295,Albuquerque - EI,Comércio,358080.07,29,True,False,False,True,25112.07,0,-11.9,117,2
PJ0296,Melo,Indústria,1326981.97,6,True,False,False,False,188052.89,65,-1.6,52,7
PJ0297,Macedo,Serviços,947655.45,2,True,False,False,False,85723.69,0,-1.2,27,8
PJ0298,Cirino,Comércio,713377.59,28,True,True,False,False,101409.97,0,16.4,157,3
PJ0299,da Cunha - ME,Serviços,815851.35,26,True,False,False,True,39701.68,0,25.8,156,8
PJ0300,Azevedo - ME,Comércio,465005.44,7,True,False,False,False,53170.75,0,-14.8,35,6
PJ0301,Barbosa,Comércio,1940198.4,75,True,True,False,False,194490.09,0,31.9,136,2
PJ0302,Cassiano S.A.,Indústria,768110.19,4,True,False,False,True,89195.31,0,-9.7,144,6
PJ0303,Barros,Indústria,762042.74,14,True,False,True,False,36507.05,0,4.6,106,0
PJ0304,Campos Novais - ME,Serviços,975111.06,71,True,True,False,False,103799.88,0,9.7,164,2
PJ0305,Vasconcelos Moreira - ME,Serviços,884169.17,13,True,False,False,True,74929.14,0,38.7,158,5
PJ0306,Macedo,Construção Civil,797752.45,25,True,True,True,True,92991.81,0,-6.1,146,3
PJ0307,Pastor,Indústria,531686.98,12,True,False,False,False,33238.84,0,-25.0,2,6
PJ0308,das Neves,Comércio,880801.3,8,True,True,True,True,119531.27,0,24.4,177,2
PJ0309,Pimenta e Filhos,Serviços,1548519.39,103,True,False,False,False,47940.88,0,-10.5,77,0
PJ0310,Teixeira S.A.,Comércio,1249392.53,13,True,False,False,False,156092.37,0,-3.4,132,8
PJ0311,da Luz Ribeiro S/A,Indústria,1379559.29,56,True,False,True,True,182062.58,0,-14.8,90,5
PJ0312,da Costa Cavalcanti - EI,Comércio,594522.43,6,True,True,False,False,75054.18,0,-3.4,89,7
PJ0313,Castro S/A,Comércio,490979.7,5,True,False,False,False,42545.57,0,-10.6,94,2
PJ0314,Machado,Construção Civil,693623.95,0,True,False,False,False,53402.14,0,12.1,7,7
PJ0315,da Rocha,Serviços,745857.59,26,True,False,False,False,111516.22,0,3.2,95,1
PJ0316,da Conceição Ltda.,Serviços,1129941.71,11,True,False,False,True,56262.46,0,-8.2,108,3
PJ0317,Sampaio,Indústria,370650.24,49,True,False,False,False,33763.97,0,16.9,74,2
PJ0318,Barbosa,Comércio,1344886.43,16,True,False,False,False,144155.44,0,5.8,39,9
PJ0319,da Luz Viana e Filhos,Comércio,684741.61,86,True,True,True,True,76083.55,0,-25.7,141,0
PJ0320,Lima Camargo - EI,Comércio,614920.07,5,True,True,False,False,28608.05,0,15.8,159,6
PJ0321,Ramos Cassiano Ltda.,Indústria,486580.8,50,True,False,True,False,51100.34,0,4.8,71,10
PJ0322,Barbosa Araújo S.A.,Serviços,376268.15,37,True,False,False,False,47555.8,0,22.9,56,9
PJ0323,Peixoto,Serviços,1013852.75,36,True,False,False,False,26869.55,0,3.9,170,1
PJ0324,Macedo,Comércio,751124.87,46,True,False,False,False,104029.12,0,-9.9,42,3
PJ0325,Martins e Filhos,Construção Civil,435397.92,35,True,True,False,False,10377.94,0,-1.1,36,8
PJ0326,Sampaio,Serviços,434507.5,24,True,False,False,False,28797.52,0,14.1,84,5
PJ0327,da Mata,Serviços,637740.1,3,True,True,False,False,14065.81,0,-9.6,118,7
PJ0328,Macedo,Serviços,1422047.95,0,True,False,False,False,42702.5,0,-4.6,7,1
PJ0329,Peixoto S/A,Indústria,657475.95,63,True,True,False,False,91028.78,6,-1.3,54,6
PJ0330,Sousa,Comércio,399809.24,23,True,True,False,True,26440.15,0,-15.2,129,5
PJ0331,Pereira,Indústria,661128.02,39,True,True,True,True,49730.25,86,-9.3,172,8
PJ0332,Alves,Serviços,654031.35,16,True,True,False,True,31390.08,0,4.6,120,6
PJ0333,da Conceição e Filhos,Comércio,248015.21,3,True,True,False,False,24211.85,0,20.0,173,0
PJ0334,Teixeira e Filhos,Comércio,713745.73,3,True,False,False,False,69464.89,0,6.8,106,7
PJ0335,Oliveira,Comércio,665055.77,28,True,False,False,False,45480.54,0,1.3,47,10
PJ0336,Teixeira S.A.,Comércio,963649.14,14,True,False,True,False,60993.72,34,-10.5,123,9
PJ0337,Moreira,Agronegócio,1528171.43,5,True,True,False,False,206372.46,26,18.4,141,2
PJ0338,da Mota,Serviços,1144668.93,16,True,True,False,True,79928.74,0,8.5,119,1
PJ0339,Pacheco Lopes e Filhos,Indústria,655035.38,1,True,False,True,False,55124.59,0,-8.6,150,2
PJ0340,Borges,Comércio,468546.04,21,True,True,False,False,26627.29,0,15.5,118,10
PJ0341,Ferreira,Indústria,2041803.25,7,True,False,False,False,249671.77,0,10.4,21,5
PJ0342,Farias,Indústria,746900.59,39,True,False,False,True,53529.07,70,-10.2,137,2
PJ0343,Rios,Comércio,733491.81,9,True,False,False,False,63644.67,0,0.5,26,9
PJ0344,Castro Ltda.,Indústria,722411.33,15,True,True,False,False,38241.88,0,-5.4,9,4
PJ0345,Sales,Indústria,789562.21,0,True,False,False,False,117167.67,0,41.5,15,5
PJ0346,da Paz,Serviços,688489.84,1,True,False,False,False,39859.74,0,10.0,10,7
PJ0347,Teixeira,Serviços,579856.07,12,True,True,False,False,69696.69,0,4.8,122,6
PJ0348,Marques S/A,Comércio,586106.28,16,True,False,False,True,44294.65,0,9.1,121,10
PJ0349,da Cunha,Indústria,719922.39,22,True,False,False,False,33698.32,0,22.7,125,7
PJ0350,Camargo,Serviços,586911.95,8,True,False,True,False,72755.62,0,0.7,170,2
PJ0351,Moraes,Indústria,548455.64,29,True,True,False,False,34755.02,7,-6.8,72,3
PJ0352,Ribeiro - EI,Agronegócio,761139.62,49,True,False,True,False,100832.07,0,14.7,152,5
PJ0353,Jesus,Serviços,658690.54,37,True,False,False,False,91547.07,0,-0.6,49,10
PJ0354,Correia - EI,Comércio,1331207.78,1,True,True,False,True,175422.7,19,-14.0,154,6
PJ0355,Pinto,Comércio,252612.53,16,True,True,False,False,6201.9,0,-17.0,91,8
PJ0356,Pires,Serviços,1128728.96,2,True,False,False,False,138109.62,0,24.9,37,0
PJ0357,Teixeira,Comércio,1200722.57,6,True,True,False,False,88222.05,0,4.0,68,7
PJ0358,Costela Ltda.,Serviços,318266.36,107,True,False,True,True,42515.29,0,-6.8,50,7
PJ0359,da Paz Macedo e Filhos,Agronegócio,635981.63,3,True,True,True,False,65464.17,0,-1.5,152,5
PJ0360,Campos,Serviços,628708.91,17,True,False,False,False,80709.63,0,14.1,19,3
PJ0361,Pires - EI,Indústria,415399.22,24,True,False,True,False,35278.25,0,-2.4,100,2
PJ0362,Santos Castro Ltda.,Serviços,534385.8,30,True,False,False,False,47856.02,0,-19.7,60,10
PJ0363,Novaes - ME,Indústria,467787.62,20,True,True,False,False,18136.31,48,6.9,167,2
PJ0364,Câmara S/A,Indústria,1470198.78,0,True,True,False,False,179244.22,0,20.1,89,5
PJ0365,Campos,Agronegócio,1060521.53,9,True,False,False,True,79030.75,0,19.1,146,7
PJ0366,Monteiro Silva Ltda.,Indústria,1213018.01,18,True,True,False,False,103119.16,0,-6.4,147,6
PJ0367,Leão,Construção Civil,973515.31,2,True,True,False,False,118829.91,0,21.0,164,10
PJ0368,Melo,Agronegócio,464343.24,10,True,False,False,False,45435.94,0,5.2,69,0
PJ0369,Marques Novaes S.A.,Comércio,591366.89,0,True,False,False,True,27287.34,0,20.6,175,10
PJ0370,Correia,Comércio,887132.67,2,True,False,False,False,85812.56,0,10.6,49,5
PJ0371,Azevedo da Mota - ME,Comércio,447373.4,12,True,False,True,True,32654.8,0,-20.8,108,6
PJ0372,Viana,Comércio,970143.59,3,True,False,True,True,78618.81,0,28.2,161,6
PJ0373,Abreu,Comércio,662562.28,20,True,True,False,True,15689.78,0,2.8,119,8
PJ0374,Silveira,Serviços,627859.49,29,True,True,False,False,29700.15,0,10.7,149,10
PJ0375,Pastor,Comércio,969352.87,40,True,False,True,True,54802.32,0,-18.2,150,10
PJ0376,Cassiano,Comércio,871268.37,5,True,True,False,False,98178.7,0,9.6,176,9
PJ0377,Nascimento,Serviços,631348.66,4,True,False,False,False,13570.22,0,18.5,37,4
PJ0378,Ferreira,Comércio,1159769.6,2,True,False,True,False,84826.76,79,31.0,143,0
PJ0379,Novaes,Serviços,473342.58,25,True,True,True,False,66326.42,0,23.0,163,1
PJ0380,Marques,Comércio,933199.46,30,True,False,False,False,32236.89,0,10.3,160,3
PJ0381,Correia,Comércio,924714.67,0,True,False,False,False,80575.17,0,-21.2,11,4
PJ0382,Oliveira Gomes S.A.,Serviços,644468.63,68,True,False,True,True,78784.94,0,4.0,138,8
PJ0383,Aparecida,Serviços,831056.62,1,True,True,False,False,118449.73,16,-6.9,78,10
PJ0384,Souza,Agronegócio,442216.37,19,True,False,False,False,51775.12,0,5.5,77,0
PJ0385,Santos,Serviços,1055590.42,30,True,True,False,False,119992.68,0,-16.2,153,2
PJ0386,Gomes,Serviços,677414.85,51,True,False,False,False,86332.09,0,-1.2,2,4
PJ0387,Monteiro Andrade S.A.,Comércio,591792.17,31,True,False,False,False,46163.43,0,-5.8,64,2
PJ0388,Brito,Comércio,1109703.8,40,True,False,False,False,138446.41,0,-6.2,35,3
PJ0389,Brito,Serviços,550324.03,10,True,False,False,False,11576.27,0,-6.1,7,2
PJ0390,Albuquerque,Serviços,415241.47,42,True,False,False,False,58213.92,3,-0.0,85,3
PJ0391,Jesus Rezende S.A.,Construção Civil,391346.38,2,True,False,True,False,30380.16,0,6.3,146,0
PJ0392,Melo Ltda.,Indústria,929501.76,56,True,False,False,False,85457.86,0,-35.5,67,7
PJ0393,Pinto,Indústria,437061.09,19,True,True,True,False,23223.11,0,-33.6,42,3
PJ0394,Rezende,Serviços,1471683.69,42,True,False,False,True,171493.84,0,-3.1,118,6
PJ0395,Farias e Filhos,Comércio,317181.12,15,True,False,True,False,9503.59,0,-1.0,125,1
PJ0396,Dias,Agronegócio,1437739.36,25,True,False,True,True,191855.76,0,4.8,167,1
PJ0397,Nogueira,Agronegócio,793657.26,18,True,True,False,True,101314.47,0,-8.9,169,5
PJ0398,Pinto S/A,Indústria,701737.55,32,True,True,False,False,33745.03,0,2.1,24,1
PJ0399,Pires Rodrigues Ltda.,Serviços,586561.24,2,True,False,False,False,73444.61,0,3.9,46,5
PJ0400,Souza Borges - ME,Serviços,855682.3,1,True,False,False,False,104587.06,0,-9.0,19,10
